Event,Particle,Energy(keV),PosX(cm),PosY(cm),PosZ(cm),Time(ns)
3,neutron,0,-89.1326,-48.9071,80.1236,616.775
3,neutron,0,92.5846,37.7902,57.0852,855.511
3,neutron,0,95.9376,39.3899,56.6601,859.916
3,neutron,0,96.855,40.0531,56.1071,861.401
3,neutron,0,93.5833,39.4402,57.3527,865.628
3,neutron,0,93.715,39.542,57.2796,865.847
3,neutron,0,95.9354,39.3983,58.7356,869.049
3,neutron,0,95.8355,39.3999,58.7686,869.177
3,neutron,0,94.5044,39.8902,58.6787,870.903
3,neutron,0,93.4497,40.4092,59.3066,872.523
3,neutron,0,97.4248,41.1221,58.2317,877.648
3,neutron,0,91.1316,41.966,63.0357,887.501
3,neutron,0,52.1955,-85.2973,56.4989,1053.13
3,Pb204,3.02715,91.1316,41.966,63.0357,887.501
3,Pb204,0,91.1316,41.966,63.0357,887.501
3,Pb208,6.31748,97.4248,41.1221,58.2317,877.648
3,Pb208,0,97.4248,41.1221,58.2317,877.648
3,Pb208,6.15466,93.4497,40.4092,59.3066,872.523
3,Pb208,0,93.4497,40.4092,59.3066,872.523
3,Pb208,0.5305,94.5044,39.8902,58.6787,870.903
3,Pb208,0,94.5044,39.8902,58.6787,870.905
3,Pb208,0.431027,95.8355,39.3999,58.7686,869.177
3,Pb208,0,95.8355,39.3999,58.7686,869.178
3,Pb208,5.63148,95.9354,39.3983,58.7356,869.049
3,Pb208,0,95.9354,39.3983,58.7356,869.049
3,Pb208,2.26539,93.715,39.542,57.2796,865.847
3,Pb208,0,93.715,39.542,57.2796,865.847
3,Pb208,6.76753,93.5833,39.4402,57.3527,865.628
3,Pb208,0,93.5833,39.4402,57.3527,865.628
3,Pb206,7.0003,96.855,40.0531,56.1071,861.401
3,Pb206,0,96.855,40.0531,56.1071,861.401
3,Pb207,0.264398,95.9376,39.3899,56.6601,859.916
3,Pb207,0,95.9376,39.3899,56.6601,859.917
3,Pb208,5.45677,-89.1326,-48.9071,80.1236,616.775
3,Pb208,0,-89.1326,-48.9071,80.1236,616.775
3,Pb208,3.88797,-82.9069,57.659,28.9361,478.309
3,Pb208,0,-82.9069,57.659,28.9361,478.309
3,Pb208,5.73751,-82.5884,58.1782,30.1935,476.683
3,Pb208,0,-82.5884,58.1782,30.1935,476.683
3,Pb207,1.40676,48.1304,-89.1107,-69.5754,221.665
3,Pb207,0,48.1304,-89.1107,-69.5754,221.666
3,Pb208,0.288553,49.3416,-88.9254,-71.7232,218.813
3,Pb208,0,49.3416,-88.9254,-71.7232,218.815
3,Pb208,7.30156,51.6594,-86.3313,-76.3707,212.122
3,Pb208,0,51.6594,-86.3313,-76.3707,212.122
3,Pb207,3.87546,-4.66177,-101.361,-28.9137,126.269
3,Pb207,0,-4.66177,-101.361,-28.9137,126.269
3,Pb206,4.84415,-5.16508,-101.852,-29.645,125.115
3,Pb206,0,-5.16508,-101.852,-29.645,125.115
3,Pb208,0.926794,-7.92124,-101.045,-27.1639,120.827
3,Pb208,0,-7.92124,-101.045,-27.1639,120.828
3,neutron,0,-82.4195,-58.5085,-22.9772,23.8869
3,neutron,0,-82.5946,-59.73,-16.0534,28.1869
3,neutron,0,-81.0224,-61.4109,-14.0812,30.0425
3,neutron,0,50.7763,-86.1497,27.3641,116.067
3,neutron,0,51.0242,-86.1962,27.442,116.229
3,neutron,0,50.9691,-86.455,27.0749,116.508
3,neutron,0,51.8527,-89.6041,22.8285,119.814
3,neutron,0,50.4608,-91.0507,23.9955,121.254
3,neutron,0,50.3378,-90.0683,24.5996,121.977
